IDCompressor,Description,Tcmax,Tcmin,Temax,Temin,Var01,Var02,Var03,Var04,Var05,Var06,Var07,Var08,Var09,Var10,Var11,Var12,FattMolt,RPSmin,RPSmax,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24
110,"ZRU310K3E-TWD",65,35,15,-20,84.005,3.3546,0.67575,0.046938,0.0081,-0.033337,0.00017099,-6.0838e-05,-0.0004845,0.00024072,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,"ZRU350K3E-TWD",65,35,15,-20,105.45,4.2638,-0.33009,0.062126,-0.022258,-0.0091851,0.00033605,-0.0003332,-0.0001454,3.7733e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,"ZRT380K3E-TWD",65,35,15,-20,136.69,4.121,-1.5037,0.08431,0.0020607,0.012226,0.00050168,-0.00076729,-0.00043519,-0.00010594,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,"ZR380KCE-TWD",65,35,15,-20,130.49,5.0855,-0.34925,0.07679,-0.017458,-0.013405,0.00039583,-0.00043613,-0.00023784,6.3506e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,"ZR48K3E-TF5",65,35,15,-20,9.5344,0.39667,-0.059829,0.0063369,-0.0029008,-5.933e-05,2.7855e-05,-4.8698e-05,6.695e-06,-1.5307e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,"ZR61KCE-TF5",65,35,15,-20,12.248,0.47631,-0.092435,0.0071377,-0.0026573,0.0002655,3.5882e-05,-4.0319e-05,-4.8454e-06,-3.667e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,"ZR72KCE-TF5",65,35,15,-20,13.546,0.54489,-0.027736,0.0085941,-0.0022305,-0.0014454,5.7461e-05,-5.2879e-05,-1.2589e-05,6.4918e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,"ZR81KCE-TF5",65,35,15,-20,15.162,0.61709,-0.06472700000000001,0.009552400000000001,-0.0027459,-0.00074244,2.336e-05,-5.0544e-05,-1.5612e-05,2.5371e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,"ZR250KCE-TWC",65,35,15,-20,48.002,1.8674,-0.27394,0.028209,-0.0098674,-0.0013872,0.00017147,-0.00013841,-2.0158e-05,5.6715e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,"ZR90K3E-TW7",65,35,15,-20,20.279,0.74677,-0.15064,0.011359,-0.0030364,0.00013887,4.2612e-05,-6.8891e-05,-3.6324e-05,-2.1859e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,"ZR11M3E-TW7",65,35,15,-20,22.524,0.8981,-0.025611,0.013598,-0.0017996,-0.0031503,4.4695e-05,-7.2684e-05,-6.9513e-05,1.8983e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,"ZR12M3E-TW7",65,35,15,-20,26.102,1.0409,-0.029619,0.015756,-0.0020901,-0.0036518,5.1994e-05,-8.4369e-05,-8.046999999999999e-05,2.2001e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,"ZR16M3E-TW7",65,35,15,-20,31.98,1.2753,-0.036271,0.019281,-0.002561,-0.0044777,6.2976e-05,-0.00010297,-9.8644e-05,2.6988e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,"ZR19M3E-TW7",65,35,15,-20,37.729,1.4724,-0.010382,0.023796,-0.0023037,-0.0056253,4.6232e-05,-0.00017946,-0.00010158,3.2154e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,"ZR250KCE-TW7",65,35,15,-20,57.617,2.2207,-0.34316,0.034351,-0.011189,-0.0010987,0.00020557,-0.00017986,-3.1209e-05,4.2997e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,"ZRT180K3E-TW7",65,35,15,-20,40.058,1.4843,-0.26909,0.022487,-0.0056267,-0.00034542,9.4211e-05,-0.0001285,-7.7711e-05,-6.604e-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,"ZRT220K3E-TW7",65,35,15,-20,45.632,1.8157,-0.087853,0.026197,-0.0041303,-0.0055675,4.7181e-05,-0.00012002,-0.00013552,3.3178e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,"ZRT240K3E-TW7",65,35,15,-20,52.426,2.0949,-0.076832,0.031589,-0.0052385,-0.00686,0.00013263,-0.00017556,-0.00014685,4.0403e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,"ZRU280K3E-TW7",65,35,15,-20,58.48,2.3544,-0.098706,0.036187,-0.0065639,-0.0073089,0.00010501,-0.00021853,-0.00015644,4.2777e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,"ZRT320K3E-TW7",65,35,15,-20,64.40600000000001,2.5036,-0.089476,0.036793,-0.0026681,-0.008861300000000001,0.00011876,-0.00016058,-0.00022679,5.4991e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,"ZRU310K3E-TW7",65,35,15,-20,64.94199999999999,2.5213,-0.11503,0.041103,-0.0043453,-0.0077818,0.00011314,-0.00028353,-0.00018552,4.5083e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,"ZRU350K3E-TW7",65,35,15,-20,69.761,2.7607,-0.04322,0.04242,-0.005493,-0.010271,0.00010688,-0.00026884,-0.00019405,6.0586e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,"ZRT380K3E-TW7",65,35,15,-20,76.654,2.8921,-0.093179,0.044579,-0.0024973,-0.009852400000000001,7.4251e-05,-0.0002917,-0.00022341,5.5528e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,"ZR22K3E-TFD",65,35,15,-20,5.7275,0.24307,-0.06726699999999999,0.0036734,-0.002394,0.00074562,1.2124e-05,-2.8787e-05,1.1444e-05,-6.8937e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,"ZR28K3E-TFD",65,35,15,-20,7.6535,0.3108,-0.091734,0.0036871,-0.0025118,0.00087148,-7.0933e-06,-1.9054e-05,6.0392e-06,-6.6183e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,"ZR34K3E-TFD",65,35,15,-20,8.0558,0.32074,-0.049398,0.0048487,-0.0016699,-0.00013843,2.6093e-05,-2.6885e-05,-4.867e-06,-2.0505e-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,"ZR40K3E-TFD",65,35,15,-20,10.3,0.3131,-0.11715,0.0036898,0.00036925,0.0010858,1.0235e-05,1.5367e-06,-2.3814e-05,-8.9951e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,"ZR48K3E-TFD",65,35,15,-20,11.021,0.4746,-0.047703,0.008096300000000001,-0.0035316,-0.00059036,5.5734e-05,-6.9924e-05,7.6702e-06,1.0725e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,"ZR61KCE-TFD",65,35,15,-20,15.445,0.5930299999999999,-0.13859,0.0093893,-0.0033529,0.00088154,6.965999999999999e-05,-5.9811e-05,-6.2145e-06,-8.1115e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,"ZR72KCE-TFD",65,35,15,-20,17.747,0.6886,-0.11404,0.0098452,-0.0033592,-0.00034725,4.1732e-05,-4.4275e-05,-1.5644e-05,7.7017e-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,"ZR81KCE-TFD",65,35,15,-20,19.202,0.75199,-0.10525,0.011184,-0.0039062,-0.00057888,4.8652e-05,-5.9407e-05,-1.1662e-05,1.7897e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,"ZR90K3E-TWD",65,35,15,-20,20.279,0.74677,-0.15064,0.011359,-0.0030364,0.00013887,4.2612e-05,-6.8891e-05,-3.6324e-05,-2.1859e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,"ZR11M3E-TWD",65,35,15,-20,22.524,0.8981,-0.025611,0.013598,-0.0017996,-0.0031503,4.4695e-05,-7.2684e-05,-6.9513e-05,1.8983e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,"ZR12M3E-TWD",65,35,15,-20,26.102,1.0409,-0.029619,0.015756,-0.0020901,-0.0036518,5.1994e-05,-8.4369e-05,-8.046999999999999e-05,2.2001e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,"ZR16M3E-TWD",65,35,15,-20,31.98,1.2753,-0.036271,0.019281,-0.002561,-0.0044777,6.2976e-05,-0.00010297,-9.8644e-05,2.6988e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,"ZR19M3E-TWD",65,35,15,-20,37.729,1.4724,-0.010382,0.023796,-0.0023037,-0.0056253,4.6232e-05,-0.00017946,-0.00010158,3.2154e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,"ZR250KCE-TWD",65,35,15,-20,57.617,2.2207,-0.34316,0.034351,-0.011189,-0.0010987,0.00020557,-0.00017986,-3.1209e-05,4.2997e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,"ZR310KCE-TWD",65,35,15,-20,71.15300000000001,2.7424,-0.42379,0.042422,-0.013818,-0.0013568,0.00025387,-0.00022212,-3.8542e-05,5.3098e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,"ZRT144KCE-TFD",65,35,15,-20,33.567,1.2118,-0.21476,0.017835,-0.003217,-0.0010272,6.768199999999999e-05,-0.00010243,-7.6635e-05,3.2935e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,"ZRT162KCE-TFD",65,35,15,-20,36.668,1.4303,-0.2436,0.023272,-0.0088556,-0.00027122,0.00011688,-0.00020197,-2.4848e-05,-3.2293e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,"ZRT180K3E-TWD",65,35,15,-20,40.058,1.4843,-0.26909,0.022487,-0.0056267,-0.00034542,9.4211e-05,-0.0001285,-7.7711e-05,-6.604e-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,"ZRT220K3E-TWD",65,35,15,-20,45.632,1.8157,-0.087853,0.026197,-0.0041303,-0.0055675,4.7181e-05,-0.00012002,-0.00013552,3.3178e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,"ZRT240K3E-TWD",65,35,15,-20,52.426,2.0949,-0.076832,0.031589,-0.0052385,-0.00686,0.00013263,-0.00017556,-0.00014685,4.0403e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,"ZRU280K3E-TWD",65,35,15,-20,58.48,2.3544,-0.098706,0.036187,-0.0065639,-0.0073089,0.00010501,-0.00021853,-0.00015644,4.2777e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,"ZRT320K3E-TWD",65,35,15,-20,64.40600000000001,2.5036,-0.089476,0.036793,-0.0026681,-0.008861300000000001,0.00011876,-0.00016058,-0.00022679,5.4991e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,"ZRU310K3E-TWD",65,35,15,-20,64.94199999999999,2.5213,-0.11503,0.041103,-0.0043453,-0.0077818,0.00011314,-0.00028353,-0.00018552,4.5083e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,"ZRU350K3E-TWD",65,35,15,-20,69.761,2.7607,-0.04322,0.04242,-0.005493,-0.010271,0.00010688,-0.00026884,-0.00019405,6.0586e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,"ZRT380K3E-TWD",65,35,15,-20,76.654,2.8921,-0.093179,0.044579,-0.0024973,-0.009852400000000001,7.4251e-05,-0.0002917,-0.00022341,5.5528e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,"ZR22K3E-TFD",65,35,15,-20,8.201000000000001,0.26343,-0.16729,0.0031262,-0.0028842,0.0030354,1.2192e-05,-2.2799e-05,1.9137e-05,-2.5002e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,"ZR22K3-TFD",65,35,15,-20,8.201000000000001,0.26343,-0.16729,0.0031262,-0.0028842,0.0030354,1.2192e-05,-2.2799e-05,1.9137e-05,-2.5002e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,"ZR28K3E-TFD",65,35,15,-20,8.819599999999999,0.3023,-0.080182,0.0035201,-0.0019547,0.00066485,1.254e-05,-1.6408e-05,3.8727e-06,-6.6972e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,"ZB15KCE-TFD",65,35,15,-20,8.3385,0.29506,-0.051111,0.0039122,-0.0024092,-0.00067884,1.6016e-05,-3.9131e-05,-7.2915e-06,1.7218e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,"ZB15KCE-TFD",65,35,15,-20,4.5696,0.18129,-0.023652,0.0028316,-0.00088575,-0.00019416,1.1216e-05,-1.9963e-05,-6.1392e-06,6.3288e-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,"ZB19KCE-TFD",65,35,15,-20,5.2716,0.20914,-0.027285,0.0032666,-0.0010218,-0.00022399,1.294e-05,-2.303e-05,-7.0824e-06,7.3011e-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,"ZS21K4E-TFD",65,35,15,-20,6.1136,0.22743,-0.029909,0.0031329,-0.0010618,-0.00025782,1.3334e-05,-1.6182e-05,-6.7382e-06,8.519499999999999e-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,"ZB21KCE-TFD",65,35,15,-20,6.6474,0.26372,-0.034407,0.0041191,-0.0012885,-0.00028245,1.6315e-05,-2.904e-05,-8.9305e-06,9.2062e-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,"ZB26KCE-TFD",65,35,15,-20,7.6776,0.30459,-0.039739,0.0047575,-0.0014882,-0.00032622,1.8844e-05,-3.3541e-05,-1.0314e-05,1.0633e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,"ZS26K4E-TFD",65,35,15,-20,7.664,0.28456,-0.043633,0.0039119,-0.001452,-0.00016701,1.6782e-05,-2.0864e-05,-6.9379e-06,-8.1745e-08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,"ZS30K4E-TFD",65,35,15,-20,8.999000000000001,0.33396,-0.051388,0.0045887,-0.0017022,-0.00019187,1.9711e-05,-2.4388e-05,-8.143400000000001e-06,-1.2996e-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,"ZF13K4E-TFD",65,35,15,-20,8.9291,0.35056,-0.033608,0.0049148,-0.0024445,-0.00070548,2.1686e-05,-3.4148e-05,-4.1936e-06,4.289e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,"ZB30KCE-TFD",65,35,15,-20,9.0159,0.35768,-0.046666,0.0055867,-0.0017476,-0.00038308,2.2128e-05,-3.9387e-05,-1.2112e-05,1.2486e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,"ZS38K4E-TFD",65,35,15,-20,11.315,0.43543,-0.070745,0.0061511,-0.002936,-0.00021483,2.8875e-05,-3.8018e-05,-3.2413e-06,5.8132e-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,"ZF15K4E-TFD",65,35,15,-20,11.227,0.41924,-0.065105,0.0055925,-0.0026656,-0.00022081,2.3486e-05,-3.1743e-05,-3.4501e-06,1.0672e-10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,"ZB38KCE-TFD",65,35,15,-20,11.734,0.4577,-0.096446,0.007402,-0.0028331,0.00037091,4.9394e-05,-5.9375e-05,-8.487e-06,-4.1622e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,"ZS45K4E-TFD",65,35,15,-20,13.34,0.51612,-0.079956,0.0076942,-0.0030846,-0.00029441,3.9556e-05,-4.8365e-05,-9.3165e-06,6.1388e-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,"ZF18K4E-TFD",65,35,15,-20,13.042,0.51388,-0.04088,0.0072289,-0.0031055,-0.0013302,3.2689e-05,-4.289e-05,-9.300000000000001e-06,9.023599999999999e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,"ZB45KCE-TFD",65,35,15,-20,13.11,0.51267,-0.046799,0.0074655,-0.0017528,-0.0009936700000000001,1.273e-06,-4.8946e-05,-2.4466e-05,3.7959e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,"ZB56KCE-TWD",65,35,15,-20,16.46,0.6313800000000001,-0.13424,0.010268,-0.004243,0.00023406,5.5944e-05,-8.4526e-05,-1.055e-05,-2.5798e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,"ZB75KCE-TWD",65,35,15,-20,22.665,0.86724,-0.1747,0.014112,-0.0057101,0.00016327,7.7187e-05,-0.00011486,-1.5117e-05,-2.8132e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,"ZB92KCE-TWD",65,35,15,-20,28.088,1.0756,-0.21248,0.017491,-0.0071852,6.650199999999999e-05,9.538399999999999e-05,-0.00014357,-1.8462e-05,-2.4272e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,"ZB11MCE-TWD",65,35,15,-20,33.915,1.2978,-0.21199,0.021143,-0.0080039,-0.00083439,0.00011705,-0.00016586,-2.5405e-05,1.6022e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,"ZB19KCE-PFJ",65,35,15,-20,5.7614,0.21197,-0.062052,0.0037587,-0.0013068,0.00051055,3.0562e-05,-3.4614e-05,-3.1248e-06,-4.2728e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,"ZB21KCE-PFJ",65,35,15,-20,6.22855051954058,0.246222723475132,-0.030059696650589,0.00429652568824912,-0.00147398590727086,-0.00028337404010298,3.94561215508397e-05,-4.13624258922349e-05,-4.25259538244034e-06,7.30455292763733e-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,"ZB26KCE-PFJ",65,35,15,-20,7.5341,0.28887,-0.056705,0.0045572,-0.0013977,5.2336e-05,1.4557e-05,-3.3188e-05,-1.0467e-05,-1.2276e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,"ZB42KCE-PFJ",65,35,15,-20,13.489,0.49678,-0.12604,0.0085696,-0.0029496,0.00064709,5.6668e-05,-7.619899999999999e-05,-1.1151e-05,-5.6576e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,"ZB19KCE-TFD",65,35,15,-20,6.3259,0.25096,-0.032742,0.00392,-0.0012262,-0.00026879,1.5527e-05,-2.7637e-05,-8.498899999999999e-06,8.7614e-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,"ZS21K4E-TFD",65,35,15,-20,7.3363,0.27292,-0.035891,0.0037595,-0.0012742,-0.00030939,1.6e-05,-1.9419e-05,-8.0859e-06,1.0223e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,"ZB21KCE-TFD",65,35,15,-20,7.9769,0.31646,-0.041288,0.004943,-0.0015462,-0.00033894,1.9578e-05,-3.4848e-05,-1.0717e-05,1.1047e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,"ZB26KCE-TFD",65,35,15,-20,9.213200000000001,0.36551,-0.047687,0.005709,-0.0017858,-0.00039146,2.2612e-05,-4.0249e-05,-1.2377e-05,1.2759e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,"ZS26K4E-TFD",65,35,15,-20,9.1968,0.34148,-0.052359,0.0046943,-0.0017423,-0.00020041,2.0138e-05,-2.5037e-05,-8.3254e-06,-9.8094e-08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,"ZS30K4E-TFD",65,35,15,-20,10.799,0.40075,-0.061666,0.0055065,-0.0020426,-0.00023024,2.3654e-05,-2.9266e-05,-9.772099999999999e-06,-1.5596e-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,"ZF13K4E-TFD",65,35,15,-20,10.715,0.42067,-0.040329,0.0058978,-0.0029334,-0.00084657,2.6023e-05,-4.0978e-05,-5.0323e-06,5.1468e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,"ZB30KCE-TFD",65,35,15,-20,10.819,0.42922,-0.056,0.0067041,-0.0020971,-0.0004597,2.6554e-05,-4.7264e-05,-1.4535e-05,1.4983e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,"ZS38K4E-TFD",65,35,15,-20,13.578,0.52252,-0.084894,0.0073813,-0.0035232,-0.00025779,3.4651e-05,-4.5622e-05,-3.8896e-06,6.9758e-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,"ZF15K4E-TFD",65,35,15,-20,13.473,0.50308,-0.078127,0.006711,-0.0031988,-0.00026497,2.8183e-05,-3.8092e-05,-4.1401e-06,1.2807e-10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,"ZB38KCE-TFD",65,35,15,-20,14.081,0.54924,-0.11574,0.0088824,-0.0033997,0.00044509,5.9273e-05,-7.125e-05,-1.0184e-05,-4.9947e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,"ZS45K4E-TFD",65,35,15,-20,16.008,0.61934,-0.095947,0.009233099999999999,-0.0037015,-0.00035329,4.7468e-05,-5.8038e-05,-1.118e-05,7.3665e-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,"ZF18K4E-TFD",65,35,15,-20,15.65,0.61665,-0.049056,0.0086747,-0.0037266,-0.0015962,3.9227e-05,-5.1468e-05,-1.116e-05,1.0828e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,"ZB45KCE-TFD",65,35,15,-20,15.731,0.6152,-0.056158,0.008958600000000001,-0.0021033,-0.0011924,1.5276e-06,-5.8735e-05,-2.9359e-05,4.5551e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,"ZBH30KCE-TFD",65,35,15,-20,8.795996275430539,0.33609205777277,-0.0556058912873426,0.00529311481705202,-0.00153900541791547,-9.99882779844339e-05,2.70557471284033e-05,-3.95957710333781e-05,-1.35708584492964e-05,-3.91721108114033e-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,"ZBH38KCE-TFD",65,35,15,-20,10.9677883159962,0.419394933492946,-0.0693515829089439,0.00660227282851446,-0.00192094420274355,-0.00012453592889981,3.38063571310927e-05,-4.93254327723122e-05,-1.69100197600037e-05,-4.904683551102581e-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,"ZBH45KCE-TFD",65,35,15,-20,13.0489094273562,0.499213616073518,-0.0825261850649355,0.007853973381386711,-0.00228709643621793,-0.000148027423193456,4.02502051730252e-05,-5.86157251126008e-05,-2.01034367421484e-05,-5.85616734690306e-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,"ZB15KCE-TFD",65,35,15,-20,7.3837,0.27621,-0.063139,0.0042895,-0.0018249,0.00026798,2.6558e-05,-3.3357e-05,-6.5529e-06,-5.5869e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,"ZB19KCE-TFD",65,35,15,-20,6.5555,0.24844,0.020074,0.0041167,0.0008782799999999999,-0.0014364,5.0186e-06,-2.362e-05,-3.5316e-05,6.7717e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,"ZB21KCE-TFD",65,35,15,-20,9.9924,0.37375,-0.06783699999999999,0.0056935,-0.0018692,-6.6836e-07,3.4693e-05,-3.9003e-05,-1.4312e-05,-2.8382e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,"ZB26KCE-TFD",65,35,15,-20,9.1462,0.34671,0.028235,0.005752,0.0012413,-0.0020082,6.744e-06,-3.3063e-05,-4.9472e-05,9.4488e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,"ZB30KCE-TFD",65,35,15,-20,11.744,0.46359,0.03307,0.0070968,-6.4167e-05,-0.0029199,3.5586e-05,-3.7692e-05,-4.9211e-05,1.7247e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,"ZB38KCE-TFD",65,35,15,-20,13.729,0.5492899999999999,0.089166,0.0075509,0.0015801,-0.0047891,2.0952e-05,-1.9768e-05,-7.699699999999999e-05,3.1329e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,"ZB45KCE-TFD",65,35,15,-20,16.829,0.89505,0.07373,0.01613,-0.011071,-0.0048749,7.3064e-05,-0.00020986,5.9554e-05,3.1234e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,"ZB56KCE-TWD",65,35,15,-20,24.103,0.90085,-0.1884,0.013971,-0.0059718,0.00032869,8.6396e-05,-0.00010882,-2.2374e-05,-6.9471e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,"ZB75KCE-TWD",65,35,15,-20,33.248,1.2383,-0.24617,0.019197,-0.007963400000000001,0.00017337,0.00011911,-0.00014632,-3.2138e-05,-7.3744e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,"ZB92KCE-TWD",65,35,15,-20,41.189,1.5335,-0.30178,0.023762,-0.010018,-1.8076e-05,0.00014701,-0.00018342,-4.0167e-05,-6.6749e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,"ZB11MCE-TWD",65,35,15,-20,50.093,1.8566,-0.30893,0.028725,-0.010746,-0.0014756,0.00017997,-0.00020333,-5.5355e-05,2.7634e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,"ZBH30KCE-TFD",65,35,15,-20,9.23973531977702,0.290872619701321,0.150735467512922,0.00319083602861962,0.00479130526729029,-0.00476194250769238,-1.2588234780916e-05,1.56438261975493e-05,-8.43481543606037e-05,2.72332987846744e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,"ZBH38KCE-TFD",65,35,15,-20,11.5251415813533,0.362817588269919,0.188023973237868,0.00398002579950364,0.00597656234198032,-0.00593989759239691,-1.5702975258011e-05,1.95144658949493e-05,-0.000105212977884298,3.39700113848539e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,"ZBH45KCE-TFD",65,35,15,-20,13.6442359562545,0.432123003233759,0.229642926914097,0.00470540797114792,0.00706718235181015,-0.00722623292702023,-1.64477523469966e-05,2.50938758705439e-05,-0.000124260021958841,4.17212365018589e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,"ZB19KCE-PFJ",65,35,15,-20,7.5916,0.29538,-0.034586,0.004864,-0.001178,-0.00039904,2.8907e-05,-3.6246e-05,-1.5339e-05,-1.4083e-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
